ID,Title,First_Name,Middle_Name,Other_Name,Last_Name,Maiden_Name,Servant,Servant_type,Age,Orig_Addr,Class,Survived,Survived_text,Boarded,Dest_Addr,Lifeboat,Body,latitude,longitude
'1132','Miss','Anna','','','Peter','','0','','2','Scraal, Lebanon','Third','1','Survived','Cherbourg','Detroit, Michigan, USA','C','',34.200805,35.69529
'1133','Mrs.','Catherine','','','Peter','Rizk','0','','24','Scraal, Lebanon','Third','1','Survived','Cherbourg','Detroit, Michigan, USA','C','',34.200805,35.69529
'1134','Miss','Katie','','','Peters','','0','','26','Cahir, Tipperary, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',52.37526,-7.927469
'1135','Mr.','Marius','','','Petersen','','0','','24','London, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
'1136','Miss','Matilda','','','Petranec','','0','','28','Vagovina, Croatia','Third','0','Died','Southampton','Harrisburg, Pennsylvania, USA','','',45.781342,16.668289
'1137','Mr.','Nedialco','','','Petroff','','0','','19','Gumostnik, Lovec, Bulgaria','Third','0','Died','Southampton','Chicago, Illinois, USA','','',43.14571,24.713295
'1138','Mr.','Pastcho','','','Petroff','','0','','29','Belish, Bulgaria','Third','0','Died','Southampton','Chicago, Illinois, USA','','',42.9333,24.733299
'1139','Miss','Ellen','Natalia','','Pettersson','','0','','18','Stockholm, Uppland, Sweden','Third','0','Died','Southampton','Iron Mountain, Michigan, USA','','',59.80551,18.293905
'1140','Mr.','Johan','Emil','','Pettersson','','0','','25','Västermo, Södermanland, Sweden','Third','0','Died','Southampton','Chicago, Illinois, USA','','',59.291302,16.079781
'1141','Mr.','Berk','','','Pickard','','0','','32','Warsaw, Poland','Third','1','Survived','Southampton','San Francisco, California, USA','8','',52.23537,21.009485
'1142','Mr.','Vasil','','','Plotcharsky','','0','','27','Unknown','Third','0','Died','Southampton','Tulsa, Oklahoma, USA','','',40.917992,-122.238831
'1143','Mr.','Mate','','','Pokrnic','','0','','17','Bukovac, Croatia','Third','0','Died','Southampton','Chicago, Illinois, USA','','',45.247929,15.53016
'1144','Mr.','Tome','','','Pokrnic','','0','','24','Bukovac, Croatia','Third','0','Died','Southampton','Chicago, Illinois, USA','','',45.247929,15.53016
'1145','Mr.','Uscher','','','Pulner','','0','','16','Unknown','Third','0','Died','Cherbourg','New York City, New York, USA','','',40.917992,-122.238831
'1146','Mr.','Alexander','','','Radeff','','0','','27','Unknown','Third','0','Died','Southampton','Chicago, Illinois, USA','','',40.917992,-122.238831
'1147','Mrs.','Lena','Jakobsen','','Rasmussen','Solvang','0','','62','Haugesund, Rogaland, Norway','Third','0','Died','Southampton','Centerville, South Dakota, USA','','',59.412029,5.26981
'1148','Mr.','Raihed','','','Razi','','0','','30','Tebnine, Lebanon','Third','0','Died','Cherbourg','New York City, New York, USA','','',33.193064,35.412474
'1149','Mr.','James','George','','Reed','','0','','19','Penarth, Glamorgan, Wales','Third','0','Died','Southampton','New York City, New York, USA','','',51.604824,-3.56836
'1150','Mr.','Tido','','','Rekic','','0','','38','Bosanska Krupa, Bosnia','Third','0','Died','Southampton','Harrisburg, Pennsylvania, USA','','',44.867989,16.158911
'1151','Mr.','Harold','J.','','Reynolds','','0','','21','London, England','Third','0','Died','Southampton','Toronto, Ontario, Canada','','327MM',51.506325,-0.127144
'1152','Master','Albert','','','Rice','','0','','10','Athlone, Westmeath, Ireland','Third','0','Died','Queenstown','Spokane, Washington, USA','','',53.423267,-7.937107
'1153','Master','Arthur','','','Rice','','0','','4','Athlone, Westmeath, Ireland','Third','0','Died','Queenstown','Spokane, Washington, USA','','',53.423267,-7.937107
'1154','Master','Eugene','Francis','','Rice','','0','','2','Athlone, Westmeath, Ireland','Third','0','Died','Queenstown','Spokane, Washington, USA','','',53.423267,-7.937107
'1155','Master','Frederick','Thomas','','Rice','','0','','7','Athlone, Westmeath, Ireland','Third','0','Died','Queenstown','Spokane, Washington, USA','','',53.423267,-7.937107
'1156','Master','George','Hugh','','Rice','','0','','9','Athlone, Westmeath, Ireland','Third','0','Died','Queenstown','Spokane, Washington, USA','','',53.423267,-7.937107
'1157','Mrs.','Margaret','','','Rice','Norton','0','','39','Athlone, Westmeath, Ireland','Third','0','Died','Queenstown','Spokane, Washington, USA','','12MB',53.423267,-7.937107
'1158','Miss','Susanna','Juhantytär','Sanni','Riihivuori','','0','','22','Ylihärmä, South Ostrobothnia, Finland','Third','0','Died','Southampton','Coal Center, Pennsylvania, USA','','',63.147419,22.796129
'1159','Mr.','Matti','','','Rintamäki','','0','','35','Kyyny, Finland','Third','0','Died','Southampton','Sudbury, Ontario, Canada','','',62.372398,22.084311
'1160','Miss','Hannah','','','Riordan','','0','','18','Glenlougha, Cork, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','12','',51.885535,-8.486589
'1161','Mr.','Samuel','Beard','','Risien','','0','','69','Deal, Kent, England','Third','0','Died','Southampton','Groesbeck, Texas, USA','','',51.223129,1.403235
'1162','Mrs.','Emma','','','Risien','Lellyet','0','','58','Durban, South Africa','Third','0','Died','Southampton','Groesbeck, Texas, USA','','',-29.855744,31.035125
'1163','Mr.','Alexander','A.','','Robins','','0','','50','St Austell, Cornwall, England','Third','0','Died','Southampton','Yonkers, New York, USA','','119MB',50.337425,-4.792309
'1164','Mrs.','Grace','Charity','','Robins','Laury','0','','47','St Austell, Cornwall, England','Third','0','Died','Southampton','Yonkers, New York, USA','','7MB',50.337425,-4.792309
'1165','Mr.','William','John','','Rogers','','0','','29','Pontardawe, West Glamorgan, Wales','Third','0','Died','Southampton','New York City, New York, USA','','',51.718151,-3.85093
'1166','Mr.','Knud','Paust','','Rommetvedt','','0','','49','Hogstad, Norway','Third','0','Died','Southampton','New York City, New York, USA','','',59.320148,9.6659
'1167','Miss','Salli','Helena','','Rosblom','','0','','2','Suistamo, Finland','Third','0','Died','Southampton','Astoria, Oregon, USA','','',61.913423,31.150243
'1168','Mr.','Viktor','Richard','','Rosblom','','0','','18','Suistamo, Finland','Third','0','Died','Southampton','Astoria, Oregon, USA','','',61.913423,31.150243
'1169','Mrs.','Helena','Wilhelmina','','Rosblom','','0','','41','Suistamo, Finland','Third','0','Died','Southampton','Astoria, Oregon, USA','','',61.913423,31.150243
'1170','Miss','Sarah','A.','','Roth','','0','','26','London, England','Third','1','Survived','Southampton','New York City, New York, USA','C','',51.506325,-0.127144
'1171','Mr.','Richard','Henry','','Rouse','','0','','50','Sittingbourne, Kent, England','Third','0','Died','Southampton','Cleveland, Ohio, USA','','',51.34082,0.73791
'1172','Mr.','Alfred','George John','','Rush','','0','','16','Strood, Kent, England','Third','0','Died','Southampton','Detroit, Michigan, USA','','',51.39735,0.47714
'1173','Mr.','Edward','','','Ryan','','0','','24','Ballinascreen, Tipperary, Ireland','Third','1','Survived','Queenstown','Troy, New York, USA','13','',52.39298,-8.236424
'1174','Mr.','Patrick','','','Ryan','','0','','29','Askeaton, Limerick, Ireland','Third','0','Died','Queenstown','Bronx, New York, USA','','',52.600281,-8.97605
'1175','Mr.','Amin','','','Saad','','0','','30','Tebnine, Lebanon','Third','0','Died','Cherbourg','New York City, New York, USA','','',33.193064,35.412474
'1176','Mr.','Khalil','','','Saad','','0','','25','Kfar Mechi, Syria','Third','0','Died','Cherbourg','Ottawa, Ontario, Canada','','',33.515983,35.765824
'1177','Mr.','Matthew','','','Sadlier','','0','','20','Mohill, Leitrim, Ireland','Third','0','Died','Queenstown','Lakewood Township, New Jersey, USA','','',53.921822,-7.86538
'1178','Mr.','Harry','','','Sadowitz','','0','','17','London, England','Third','0','Died','Southampton','Providence, Rhode Island, USA','','',51.506325,-0.127144
'1179','Mr.','Simon','Sivertsen','','Sæther','','0','','43','Skaun, Sør-Trøndelag, Norway','Third','0','Died','Southampton','USA','','32MB',63.250462,10.05347
'1180','Master','Anthony','William','Will','Sage','','0','','12','Peterborough, Cambridgeshire, England','Third','0','Died','Southampton','Jacksonville, Florida, USA','','67MB',52.573365,-0.248434
'1181','Master','Thomas','Henry','','Sage','','0','','4','Peterborough, Cambridgeshire, England','Third','0','Died','Southampton','Jacksonville, Florida, USA','','',52.573365,-0.248434
'1182','Miss','Constance','Gladys','','Sage','','0','','7','Peterborough, Cambridgeshire, England','Third','0','Died','Southampton','Jacksonville, Florida, USA','','',52.573365,-0.248434
'1183','Miss','Dorothy','Florence','Dolly','Sage','','0','','14','Peterborough, Cambridgeshire, England','Third','0','Died','Southampton','Jacksonville, Florida, USA','','',52.573365,-0.248434
'1184','Miss','Elizabeth','Ada','','Sage','','0','','10','Peterborough, Cambridgeshire, England','Third','0','Died','Southampton','Jacksonville, Florida, USA','','',52.573365,-0.248434
'1185','Miss','Stella','Anne','','Sage','','0','','20','Peterborough, Cambridgeshire, England','Third','0','Died','Southampton','Jacksonville, Florida, USA','','',52.573365,-0.248434
'1186','Mr.','Douglas','Bullen','','Sage','','0','','18','Peterborough, Cambridgeshire, England','Third','0','Died','Southampton','Jacksonville, Florida, USA','','',52.573365,-0.248434
'1187','Mr.','Frederick','','','Sage','','0','','16','Peterborough, Cambridgeshire, England','Third','0','Died','Southampton','Jacksonville, Florida, USA','','',52.573365,-0.248434
'1188','Mr.','George','John','','Sage','','0','','19','Peterborough, Cambridgeshire, England','Third','0','Died','Southampton','Jacksonville, Florida, USA','','',52.573365,-0.248434
'1189','Mr.','John','George','','Sage','','0','','44','Peterborough, Cambridgeshire, England','Third','0','Died','Southampton','Jacksonville, Florida, USA','','',52.573365,-0.248434
'1190','Mrs.','Annie','Elizabeth','','Sage','Cazaly','0','','44','Peterborough, Cambridgeshire, England','Third','0','Died','Southampton','Jacksonville, Florida, USA','','',52.573365,-0.248434
'1191','Mr.','Karl','Johan','','Salander','','0','','24','Genevad, Halland, Sweden','Third','0','Died','Southampton','Red Wing, Minnesota, USA','','',56.568199,13.02784
'1192','Miss','Anna','Kristine','','Salkjelsvik','','0','','21','Ålesund, Møre og Romsdal, Norway','Third','1','Survived','Southampton','Proctor, Minnesota, USA','C','',62.471481,6.17438
'1193','Mr.','Johan','Werner','','Salonen','','0','','39','Aberdeen, Washington, USA','Third','0','Died','Southampton','Aberdeen, Washington, USA','','',46.975867,-123.81598
'1194','Mr.','Elias','','','Samaan','','0','','17','Hardîne, Lebanon','Third','0','Died','Cherbourg','Wilkes-Barre, Pennsylvania, USA','','',34.236877,35.859091
'1195','Mr.','Hanna','Elias','','Samaan','','0','','40','Hardîne, Lebanon','Third','0','Died','Cherbourg','Wilkes-Barre, Pennsylvania, USA','','',34.236877,35.859091
'1196','Mr.','Youssef','','Joseph','Samaan','','0','','16','Hardîne, Lebanon','Third','0','Died','Cherbourg','Wilkes-Barre, Pennsylvania, USA','','',34.236877,35.859091
'1197','Miss','Beatrice','Irene','','Sandström','','0','','1','Motala, Östergötland, Sweden','Third','1','Survived','Southampton','San Francisco, California, USA','13','',58.536461,15.03537
'1198','Miss','Marguerite','Rut','','Sandström','','0','','4','Motala, Östergötland, Sweden','Third','1','Survived','Southampton','San Francisco, California, USA','13','',58.536461,15.03537
'1199','Mrs.','Agnes','Charlotta','','Sandström','Bengtsson','0','','24','Motala, Östergötland, Sweden','Third','1','Survived','Southampton','San Francisco, California, USA','13','',58.536461,15.03537
'1200','Mr.','Julius','Jules','','Sap','','0','','21','Zwevezele, Belgium','Third','1','Survived','Southampton','Detroit, Michigan, USA','11','',51.035912,3.21103
'1201','Mr.','William','Henry','','Saundercock','','0','','19','St Austell, Cornwall, England','Third','0','Died','Southampton','New York City, New York, USA','','',50.337425,-4.792309
'1202','Mr.','Frederick','Charles','','Sawyer','','0','','33','Basingstoke, Hampshire, England','Third','0','Died','Southampton','Halley, Michigan, USA','','284MB',51.262443,-1.083089
'1203','Mr.','James','','','Scanlan','','0','','22','Rathkeale, Limerick, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',52.52319,-8.93918
'1204','Mr.','Jean','','','Scheerlinck','','0','','29','Haaltert, East Flanders, Belgium','Third','1','Survived','Southampton','Detroit, Michigan, USA','10','',50.901299,4.00595
'1205','Mr.','Todor','','','Sdycoff','','0','','42','Unknown','Third','0','Died','Southampton','Chicago, Illinois, USA','','',40.917992,-122.238831
'1206','Master','Betros','','','Seman','','0','','10','Hardîne, Lebanon','Third','0','Died','Cherbourg','Wilkes-Barre, Pennsylvania, USA','','',34.236877,35.859091
'1207','Mr.','Patrick','','','Shaughnessy','','0','','24','Tynagh, Galway, Ireland','Third','0','Died','Queenstown','New York City, New York, USA','','',53.149361,-8.37271
'1208','Mr.','Yousseff','Ibrahim','','Shawah','','0','','33','Beirut, Lebanon','Third','0','Died','Cherbourg','New York City, New York, USA','','',33.89275,35.485271
'1209','Mr.','Daher','','','Shedid','','0','','19','Unknown','Third','0','Died','Cherbourg','Kulpmont, Pennsylvania, USA','','9MB',40.917992,-122.238831
'1210','Mr.','Frederick','William Blainey','','Shellard','','0','','55','Bristol, Avon, England','Third','0','Died','Southampton','Troy, New York, USA','','',51.45373,-2.591564
'1211','Miss','Ellen','Natalia','','Shine','','0','','20','Cork, Ireland','Third','1','Survived','Queenstown','New York City, New York, USA','','',51.89834,-8.472774
'1212','Mr.','Charles','Joseph','','Shorney','','0','','22','Heron's Ghyll, East Sussex, England','Third','0','Died','Southampton','New York City, New York, USA','','240MB',51.021625,0.110466
'1213','Mr.','John','','','Simmons','','0','','39','Unknown','Third','0','Died','Southampton','New York City, New York, USA','','',40.917992,-122.238831
'1214','Mr.','Orsen','','','Sirayanian','','0','','22','Kigi, Turkey','Third','0','Died','Cherbourg','Brantford, Ontario, Canada','','',39.3167,40.349998
'1215','Mr.','Maurice','','','Sirota','','0','','20','London, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
'1216','Mr.','Husein','','','Sivic','','0','','40','Bosanska Krupa, Bosnia','Third','0','Died','Southampton','Harrisburg, Pennsylvania, USA','','',44.867989,16.158911
'1217','Mr.','Antti','Wilhelm','','Sivola','','0','','21','Mountain Home, Idaho, USA','Third','0','Died','Southampton','Mountain Home, Idaho, USA','','',43.131449,-115.693421
'1218','Miss','Anna','Sofia','','Sjöblom','','0','','18','Munsala, Finland','Third','1','Survived','Southampton','Olympia, Washington, USA','15','',63.45689,22.43681
'1219','Master','Harald','','','Skoog','','0','','5','Hällekis, Västergötland, Sweden','Third','0','Died','Southampton','Iron Mountain, Michigan, USA','','',58.629391,13.43277
'1220','Master','Karl','Thorsten','','Skoog','','0','','11','Hällekis, Västergötland, Sweden','Third','0','Died','Southampton','Iron Mountain, Michigan, USA','','',58.629391,13.43277
'1221','Miss','Mabel','','','Skoog','','0','','9','Hällekis, Västergötland, Sweden','Third','0','Died','Southampton','Iron Mountain, Michigan, USA','','',58.629391,13.43277
'1222','Miss','Margit','Elizabeth','','Skoog','','0','','2','Hällekis, Västergötland, Sweden','Third','0','Died','Southampton','Iron Mountain, Michigan, USA','','',58.629391,13.43277
'1223','Mr.','Wilhelm','Johansson','','Skoog','','0','','40','Hällekis, Västergötland, Sweden','Third','0','Died','Southampton','Iron Mountain, Michigan, USA','','',58.629391,13.43277
'1224','Mrs.','Anna','Bernhardina','','Skoog','Karlsson','0','','43','Hällekis, Västergötland, Sweden','Third','0','Died','Southampton','Iron Mountain, Michigan, USA','','',58.629391,13.43277
'1225','Mr.','Petco','','','Slabenoff','','0','','42','Unknown','Third','0','Died','Southampton','New York City, New York, USA','','',40.917992,-122.238831
'1226','Mr.','Selman','Francis','','Slocovski','','0','','20','London, England','Third','0','Died','Southampton','New York City, New York, USA','','',51.506325,-0.127144
